['534', '692', '830', '387', '225', '915', '746', '393', '956', '233']
['935', '876', '425', '374', '640', '562', '764', '332', '327', '349']
['593', '941', '396', '659', '632', '565', '878', '925', '206', '536']
['871', '310', '116', '487', '28', '65', '259', '50', '51', '3']
['59', '215', '483', '567', '280', '689', '533', '835', '192', '937']
['875', '497', '267', '423', '702', '543', '793', '459', '39', '485']
['438', '931', '740', '959', '377', '471', '436', '571', '315', '145']
['64', '988', '807', '752', '821', '217', '727', '36', '339', '93']
['969', '999', '334', '428', '462', '859', '330', '728', '386', '115']
['142', '523', '798', '53', '99', '900', '153', '245', '250', '278']
['469', '2', '195', '74', '583', '957', '49', '899', '849', '493']
['667', '499', '128', '164', '411', '388', '679', '466', '952', '934']
['220', '238', '410', '720', '991', '600', '32', '841', '429', '834']
['287', '204', '704', '446', '501', '18', '885', '964', '318', '861']
['262', '998', '343', '857', '80', '6', '722', '67', '203', '851']
['265', '968', '496', '643', '442', '546', '580', '785', '526', '307']
['131', '420', '314', '4', '449', '560', '85', '705', '324', '308']
['464', '792', '212', '242', '432', '155', '681', '470', '974', '14']
['70', '222', '398', '237', '235', '84', '810', '223', '556', '101']
['992', '43', '117', '902', '723', '129', '624', '19', '928', '350']
['433', '888', '750', '657', '82', '680', '605', '163', '737', '803']
['107', '947', '671', '335', '573', '986', '929', '970', '586', '756']
['524', '971', '133', '824', '271', '127', '744', '401', '780', '683']
['629', '718', '409', '11', '270', '553', '942', '973', '325', '328']
['880', '183', '45', '130', '544', '916', '943', '547', '389', '826']
['108', '75', '111', '601', '286', '881', '15', '156', '948', '54']
['893', '382', '168', '187', '686', '676', '360', '995', '141', '120']
['662', '475', '982', '664', '627', '905', '594', '291', '363', '498']
['454', '522', '853', '951', '768', '530', '63', '926', '373', '138']
['293', '489', '174', '275', '606', '226', '628', '960', '796', '566']
['95', '812', '194', '316', '877', '589', '255', '337', '677', '955']
['602', '24', '251', '696', '162', '598', '210', '997', '844', '264']
['306', '511', '978', '139', '584', '813', '502', '854', '867', '26']
['119', '721', '110', '691', '69', '340', '539', '742', '12', '634']
['348', '303', '625', '177', '708', '169', '166', '33', '755', '940']
['246', '23', '642', '831', '778', '176', '331', '132', '717', '38']
['146', '800', '687', '894', '933', '733', '828', '451', '58', '984']
['231', '551', '172', '353', '148', '512', '476', '773', '651', '829']
['416', '211', '150', '735', '448', '608', '375', '456', '437', '630']
['266', '833', '380', '403', '613', '578', '706', '887', '738', '261']
['516', '123', '170', '698', '976', '901', '729', '771', '60', '874']
['209', '121', '604', '674', '356', '299', '918', '610', '548', '248']
['359', '863', '458', '510', '500', '697', '503', '782', '200', '743']
['321', '109', '47', '647', '726', '719', '392', '906', '886', '477']
['272', '83', '847', '21', '186', '527', '890', '517', '171', '757']
['557', '513', '866', '611', '574', '656', '521', '765', '665', '655']
['102', '639', '987', '113', '114', '488', '243', '983', '193', '207']
['927', '482', '714', '406', '919', '799', '979', '966', '958', '588']
['950', '855', '281', '199', '379', '357', '963', '549', '930', '804']
['884', '322', '453', '105', '607', '989', '790', '990', '794', '576']
['97', '124', '819', '806', '126', '228', '395', '596', '188', '71']
['421', '381', '967', '936', '240', '118', '90', '811', '908', '668']
['445', '763', '419', '653', '563', '361', '408', '366', '823', '165']
['626', '154', '354', '196', '301', '40', '298', '860', '427', '268']
['229', '480', '144', '538', '302', '22', '52', '734', '320', '751']
['985', '405', '88', '775', '35', '528', '329', '637', '313', '323']
['713', '41', '814', '37', '896', '769', '336', '224', '789', '370']
['949', '715', '911', '873', '402', '730', '276', '581', '447', '644']
['946', '595', '621', '385', '338', '599', '791', '591', '693', '152']
['879', '309', '472', '304', '739', '426', '612', '391', '399', '284']
['473', '504', '257', '907', '57', '616', '358', '944', '909', '9']
['342', '372', '182', '434', '825', '710', '731', '520', '779', '236']
['635', '646', '256', '78', '845', '809', '645', '703', '10', '904']
['545', '788', '103', '1', '400', '300', '431', '748', '783', '135']
['898', '461', '241', '94', '365', '508', '977', '784', '724', '712']
['749', '980', '44', '283', '378', '136', '384', '531', '760', '864']
['394', '20', '795', '495', '537', '13', '579', '317', '532', '417']
['122', '125', '413', '818', '582', '699', '457', '633', '654', '260']
['837', '889', '649', '341', '273', '412', '213', '468', '690', '180']
['404', '5', '617', '587', '914', '159', '68', '883', '777', '939']
['364', '569', '55', '663', '179', '747', '996', '218', '550', '505']
['725', '518', '219', '761', '414', '460', '86', '290', '369', '390']
['542', '822', '346', '347', '66', '289', '254', '961', '305', '843']
['418', '8', '106', '367', '701', '570', '815', '993', '311', '603']
['48', '486', '234', '707', '801', '842', '297', '191', '716', '577']
['46', '895', '848', '962', '618', '540', '407', '832', '636', '430']
['817', '258', '827', '808', '965', '492', '91', '422', '758', '252']
['695', '614', '61', '344', '295', '253', '160', '736', '31', '658']
['312', '903', '766', '592', '519', '484', '371', '711', '79', '351']
['452', '870', '554', '631', '972', '661', '913', '81', '797', '685']
['787', '76', '465', '444', '17', '839', '670', '87', '709', '181']
['100', '868', '232', '872', '208', '247', '850', '652', '96', '376']
['294', '858', '77', '214', '333', '244', '732', '672', '157', '805']
['288', '897', '529', '507', '362', '892', '552', '149', '561', '515']
['29', '424', '490', '678', '72', '73', '89', '585', '882', '786']
['541', '137', '694', '326', '494', '161', '345', '189', '7', '415']
['397', '230', '514', '158', '650', '479', '173', '869', '688', '34']
['762', '197', '820', '140', '912', '923', '147', '435', '263', '184']
['597', '198', '675', '745', '700', '924', '355', '741', '558', '921']
['205', '981', '802', '25', '279', '319', '151', '134', '953', '439']
['559', '564', '0', '112', '201', '776', '648', '383', '781', '816']
['296', '770', '910', '440', '623', '555', '938', '443', '840', '277']
['285', '269', '202', '478', '56', '838', '568', '767', '98', '609']
['216', '660', '509', '467', '42', '641', '352', '772', '865', '27']
['30', '239', '862', '846', '954', '932', '666', '178', '481', '274']
['590', '185', '92', '620', '673', '292', '227', '455', '975', '619']
['682', '506', '922', '104', '920', '669', '450', '622', '945', '836']
['684', '368', '535', '190', '525', '16', '221', '759', '774', '754']
['852', '891', '463', '282', '753', '572', '175', '62', '143', '638']
['856', '615', '994', '167', '441', '474', '491', '249', '575', '917']
