['234', '382', '137', '165', '298', '15', '402', '333', '385', '159']
['363', '94', '74', '486', '53', '184', '476', '314', '111', '141']
['406', '362', '248', '102', '213', '17', '278', '442', '283', '52']
['355', '148', '63', '216', '190', '325', '327', '463', '394', '464']
['143', '158', '309', '416', '352', '241', '156', '62', '328', '462']
['82', '205', '313', '254', '468', '420', '27', '153', '80', '397']
['438', '491', '380', '378', '459', '266', '5', '255', '474', '374']
['85', '354', '242', '392', '42', '329', '107', '229', '294', '259']
['116', '36', '431', '81', '291', '470', '425', '68', '488', '277']
['103', '410', '29', '78', '460', '127', '133', '441', '360', '337']
['1', '312', '90', '172', '484', '461', '58', '126', '253', '72']
['134', '135', '67', '130', '175', '162', '223', '112', '414', '221']
['271', '147', '210', '31', '226', '469', '34', '21', '399', '110']
['238', '345', '342', '423', '334', '343', '308', '200', '264', '56']
['195', '131', '311', '457', '95', '322', '217', '6', '71', '472']
['440', '152', '269', '219', '478', '307', '467', '61', '383', '32']
['228', '284', '243', '25', '11', '395', '498', '2', '384', '132']
['413', '145', '449', '66', '236', '446', '433', '198', '289', '375']
['387', '427', '494', '482', '282', '47', '272', '65', '121', '487']
['7', '28', '247', '151', '428', '59', '369', '186', '386', '12']
['475', '411', '435', '317', '77', '146', '310', '318', '359', '376']
['96', '167', '9', '377', '178', '257', '230', '163', '287', '117']
['315', '174', '429', '76', '364', '300', '86', '211', '421', '358']
['187', '149', '189', '479', '396', '448', '54', '171', '122', '453']
['432', '194', '16', '456', '18', '191', '481', '160', '434', '370']
['214', '483', '412', '91', '140', '44', '192', '157', '477', '106']
['439', '274', '341', '246', '4', '405', '290', '279', '89', '114']
['415', '179', '51', '92', '299', '353', '373', '249', '118', '297']
['338', '207', '218', '235', '332', '305', '388', '390', '250', '455']
['35', '280', '454', '401', '98', '393', '336', '424', '265', '206']
['240', '450', '367', '398', '451', '323', '499', '48', '100', '23']
['381', '185', '286', '458', '26', '196', '293', '361', '155', '296']
['495', '404', '444', '70', '123', '193', '120', '295', '212', '75']
['138', '258', '41', '129', '480', '203', '316', '326', '485', '445']
['466', '407', '340', '281', '8', '260', '490', '45', '403', '320']
['108', '237', '357', '408', '422', '60', '227', '33', '10', '73']
['19', '303', '275', '55', '202', '452', '124', '417', '493', '99']
['64', '201', '209', '50', '418', '304', '84', '292', '182', '465']
['161', '244', '170', '349', '350', '273', '220', '233', '496', '239']
['489', '267', '180', '391', '183', '319', '324', '79', '46', '346']
['443', '88', '164', '222', '430', '365', '492', '105', '371', '263']
['261', '93', '38', '419', '176', '144', '245', '270', '199', '13']
['142', '400', '113', '87', '197', '497', '285', '372', '109', '276']
['97', '3', '473', '409', '368', '14', '22', '306', '215', '262']
['69', '181', '37', '347', '301', '168', '471', '288', '335', '389']
['379', '224', '232', '40', '344', '208', '173', '83', '57', '204']
['252', '437', '154', '356', '256', '136', '39', '139', '43', '331']
['119', '321', '225', '188', '366', '348', '30', '268', '436', '231']
['128', '115', '125', '251', '20', '169', '302', '351', '0', '339']
['104', '49', '166', '101', '426', '447', '330', '177', '150', '24']
