['306', '214', '207', '202', '261', '155', '41', '48', '19', '14']
['178', '211', '131', '134', '135', '138', '141', '159', '151', '143']
['309', '300', '344', '342', '341', '388', '349', '383', '199', '319']
['326', '328', '329', '322', '320', '325', '321', '260', '70', '71']
['51', '53', '56', '50', '58', '57', '146', '394', '109', '107']
['121', '385', '30', '387', '384', '381', '380', '11', '12', '36']
['52', '55', '324', '0', '140', '106', '105', '104', '103', '86']
['59', '81', '80', '79', '130', '76', '29', '22', '9', '8']
['275', '45', '152', '354', '7', '6', '5', '3', '1', '327']
['127', '124', '393', '395', '193', '398', '237', '129', '230', '397']
['120', '126', '290', '128', '132', '137', '314', '285', '265', '246']
['125', '257', '222', '215', '210', '206', '198', '197', '195', '136']
['116', '98', '63', '60', '99', '93', '61', '69', '194', '191']
['172', '179', '175', '174', '173', '171', '170', '49', '40', '44']
['115', '110', '114', '119', '26', '189', '188', '187', '185', '184']
['111', '113', '150', '153', '154', '156', '157', '158', '112', '368']
['273', '34', '182', '181', '164', '162', '149', '139', '192', '399']
['176', '177', '373', '371', '391', '390', '375', '372', '370', '163']
['278', '200', '201', '203', '205', '208', '166', '165', '168', '365']
['123', '245', '264', '249', '248', '243', '242', '241', '267', '332']
['304', '307', '64', '302', '305', '340', '346', '347', '68', '65']
['239', '233', '236', '238', '232', '348', '234', '235', '362', '367']
['54', '323', '364', '21', '25', '23', '18', '389', '266', '311']
['212', '219', '217', '145', '147', '148', '366', '27', '363', '142']
['308', '392', '209', '231', '213', '216', '218', '357', '356', '204']
['303', '144', '46', '301', '296', '74', '299', '95', '94', '92']
['379', '376', '377', '378', '298', '91', '90', '78', '295', '28']
['279', '133', '43', '312', '313', '297', '343', '293', '318', '345']
['118', '317', '256', '316', '294', '247', '291', '292', '315', '310']
['117', '67', '72', '73', '75', '77', '66', '82', '84', '85']
['281', '289', '88', '396', '24', '37', '38', '42', '47', '386']
['374', '87', '89', '96', '83', '2', '4', '20', '101', '102']
['280', '282', '283', '284', '287', '288', '100', '108', '167', '180']
['277', '274', '17', '16', '15', '13', '272', '276', '97', '10']
['122', '270', '33', '39', '244', '240', '62', '31', '32', '35']
['286', '183', '361', '360', '359', '190', '353', '196', '352', '351']
['339', '334', '338', '333', '335', '336', '331', '330', '382', '337']
['271', '255', '253', '258', '259', '263', '251', '269', '268', '262']
['224', '227', '225', '350', '161', '160', '169', '369', '358', '355']
['223', '229', '221', '228', '226', '254', '252', '250', '186', '220']
